id,key,value,type
29175239,highway,traffic_signals,regular
29175244,created_by,JOSM,regular
29175316,created_by,JOSM,regular
29175317,created_by,JOSM,regular
29175318,created_by,JOSM,regular
29175319,created_by,JOSM,regular
29175320,created_by,JOSM,regular
29175321,created_by,JOSM,regular
29175322,created_by,JOSM,regular
29175323,created_by,JOSM,regular
29175324,created_by,JOSM,regular
29175325,created_by,JOSM,regular
29175326,created_by,JOSM,regular
29175327,created_by,JOSM,regular
29175328,created_by,JOSM,regular
29175329,created_by,JOSM,regular
29175330,created_by,JOSM,regular
29175331,created_by,JOSM,regular
29175332,created_by,JOSM,regular
29175333,created_by,JOSM,regular
29175334,created_by,JOSM,regular
29175335,created_by,JOSM,regular
29175547,highway,motorway_junction,regular
29175547,noref,yes,regular
29175841,highway,traffic_signals,regular
29175842,highway,traffic_signals,regular
29175844,highway,traffic_signals,regular
29175857,created_by,JOSM,regular
29175864,highway,motorway_junction,regular
29175864,noref,yes,regular
29175891,highway,traffic_signals,regular
29176018,highway,stop,regular
29262907,highway,traffic_signals,regular
29262924,highway,traffic_signals,regular
29262940,highway,traffic_signals,regular
29262945,highway,traffic_signals,regular
29262952,highway,traffic_signals,regular
29263009,highway,traffic_signals,regular
29263955,highway,traffic_signals,regular
29263960,created_by,JOSM,regular
29263961,created_by,JOSM,regular
29263970,created_by,JOSM,regular
29263975,highway,traffic_signals,regular
29264005,highway,traffic_signals,regular
29264005,source,Bing,regular
29264044,highway,traffic_signals,regular
29264045,highway,traffic_signals,regular
29264046,highway,traffic_signals,regular
29264049,created_by,JOSM,regular
29264057,highway,traffic_signals,regular
29264086,created_by,JOSM,regular
29264088,created_by,JOSM,regular
29312047,railway,level_crossing,regular
29396269,highway,traffic_signals,regular
29396282,crossing,traffic_signals,regular
29396289,highway,traffic_signals,regular
29396303,created_by,JOSM,regular
29396304,created_by,JOSM,regular
29396305,highway,turning_circle,regular
29396333,highway,traffic_signals,regular
29396346,highway,stop,regular
29396351,highway,traffic_signals,regular
29396355,highway,traffic_signals,regular
29396359,created_by,JOSM,regular
29404863,highway,traffic_signals,regular
29404874,highway,turning_circle,regular
29485290,created_by,JOSM,regular
29485306,created_by,JOSM,regular
29485308,created_by,JOSM,regular
29485309,created_by,JOSM,regular
29485311,created_by,JOSM,regular
29485312,created_by,JOSM,regular
29485314,created_by,JOSM,regular
29485316,created_by,JOSM,regular
29485318,created_by,JOSM,regular
29485319,created_by,JOSM,regular
29485321,created_by,JOSM,regular
29485322,created_by,JOSM,regular
29485323,created_by,JOSM,regular
29485326,created_by,JOSM,regular
29485327,created_by,JOSM,regular
29485329,created_by,JOSM,regular
29485332,created_by,JOSM,regular
29485333,created_by,JOSM,regular
29485335,created_by,JOSM,regular
29485337,created_by,JOSM,regular
29485339,created_by,JOSM,regular
29485341,created_by,JOSM,regular
29485343,created_by,JOSM,regular
29485346,created_by,JOSM,regular
29485347,created_by,JOSM,regular
29485349,created_by,JOSM,regular
29485351,created_by,JOSM,regular
29485352,created_by,JOSM,regular
29485353,created_by,JOSM,regular
29485355,created_by,JOSM,regular
29485356,created_by,JOSM,regular
29485358,created_by,JOSM,regular
29485360,created_by,JOSM,regular
29485363,created_by,JOSM,regular
29485364,created_by,JOSM,regular
29485365,created_by,JOSM,regular
29485376,created_by,JOSM,regular
29485378,created_by,JOSM,regular
29485379,created_by,JOSM,regular
29485381,created_by,JOSM,regular
29485383,created_by,JOSM,regular
29485393,created_by,JOSM,regular
29485399,created_by,JOSM,regular
29485401,created_by,JOSM,regular
29485402,created_by,JOSM,regular
29485412,created_by,JOSM,regular
29485418,created_by,JOSM,regular
29485419,created_by,JOSM,regular
29485421,created_by,JOSM,regular
29485422,created_by,JOSM,regular
29485423,created_by,JOSM,regular
29485425,created_by,JOSM,regular
29485427,created_by,JOSM,regular
29485428,created_by,JOSM,regular
29485430,created_by,JOSM,regular
29485432,created_by,JOSM,regular
29485434,created_by,JOSM,regular
29485436,created_by,JOSM,regular
29485438,created_by,JOSM,regular
29485446,created_by,JOSM,regular
29485448,created_by,JOSM,regular
29485450,created_by,JOSM,regular
29485451,created_by,JOSM,regular
29485452,created_by,JOSM,regular
29488480,created_by,JOSM,regular
29488519,highway,traffic_signals,regular
29488524,highway,traffic_signals,regular
29488724,highway,traffic_signals,regular
29488733,highway,crossing,regular
29488736,crossing,uncontrolled,regular
29488736,highway,crossing,regular
29488766,highway,traffic_signals,regular
29524101,highway,traffic_signals,regular
29524111,highway,traffic_signals,regular
29524112,created_by,JOSM,regular
29524114,created_by,JOSM,regular
29524115,created_by,JOSM,regular
29524116,created_by,JOSM,regular
29524127,created_by,JOSM,regular
29524128,highway,traffic_signals,regular
29524132,created_by,JOSM,regular
29524525,highway,traffic_signals,regular
29524535,highway,traffic_signals,regular
29524585,highway,traffic_signals,regular
29524599,created_by,JOSM,regular
29524600,highway,traffic_signals,regular
29524831,highway,traffic_signals,regular
29524909,highway,traffic_signals,regular
29524938,created_by,JOSM,regular
29524939,created_by,JOSM,regular
29524940,created_by,JOSM,regular
29524943,created_by,JOSM,regular
29524944,created_by,JOSM,regular
29524948,created_by,JOSM,regular
29524949,created_by,JOSM,regular
29524951,created_by,JOSM,regular
29524952,highway,traffic_signals,regular
29524953,created_by,JOSM,regular
29524954,created_by,JOSM,regular
29524956,created_by,JOSM,regular
29525006,highway,traffic_signals,regular
29525025,highway,traffic_signals,regular
29525030,highway,traffic_signals,regular
29525571,created_by,JOSM,regular
29525574,created_by,JOSM,regular
29525578,created_by,JOSM,regular
29525579,created_by,JOSM,regular
29525593,highway,traffic_signals,regular
29525615,highway,traffic_signals,regular
29603636,highway,stop,regular
29603636,stop,all,regular
29603686,highway,traffic_signals,regular
29603691,highway,traffic_signals,regular
29656946,highway,traffic_signals,regular
29656970,highway,traffic_signals,regular
29656981,highway,traffic_signals,regular
29656989,highway,traffic_signals,regular
29657013,highway,traffic_signals,regular
29657026,highway,traffic_signals,regular
29773900,highway,traffic_signals,regular
29773917,highway,stop,regular
29773920,highway,traffic_signals,regular
29773952,highway,stop,regular
29773974,highway,traffic_signals,regular
29774093,highway,turning_circle,regular
29799778,highway,traffic_signals,regular
29799789,crossing,unmarked,regular
29799789,highway,crossing,regular
29938478,highway,traffic_signals,regular
30030421,highway,turning_circle,regular
30030452,highway,turning_circle,regular
30030559,highway,turning_circle,regular
30030585,highway,turning_circle,regular
30030769,highway,turning_circle,regular
30030778,highway,turning_circle,regular
30030901,highway,turning_circle,regular
30031216,highway,traffic_signals,regular
30031516,highway,traffic_signals,regular
30031518,highway,traffic_signals,regular
30031520,highway,traffic_signals,regular
30034856,highway,traffic_signals,regular
30072135,highway,traffic_signals,regular
30072150,highway,traffic_signals,regular
30072181,highway,traffic_signals,regular
30072212,highway,traffic_signals,regular
30072243,highway,traffic_signals,regular
30760274,highway,traffic_signals,regular
30760403,highway,traffic_signals,regular
30760435,highway,motorway_junction,regular
30760435,ref,266,regular
30761545,highway,turning_circle,regular
30761545,source,Bing,regular
30761552,highway,turning_circle,regular
30761575,highway,stop,regular
30761982,highway,turning_circle,regular
30825821,highway,turning_circle,regular
30825846,highway,turning_circle,regular
30825859,highway,turning_circle,regular
30825884,highway,turning_circle,regular
30825935,highway,turning_circle,regular
30826911,highway,turning_circle,regular
30826917,crossing,unmarked,regular
30826917,highway,crossing,regular
30826973,highway,turning_circle,regular
30826975,highway,turning_circle,regular
30826982,highway,turning_circle,regular
30826991,highway,turning_circle,regular
30827006,highway,turning_circle,regular
30827013,highway,turning_circle,regular
30827017,highway,turning_circle,regular
30827020,highway,turning_circle,regular
30827021,highway,turning_circle,regular
30827024,highway,turning_circle,regular
30827046,highway,turning_circle,regular
30827047,highway,turning_circle,regular
30827068,highway,turning_circle,regular
30827084,highway,turning_circle,regular
30827152,highway,turning_circle,regular
30827168,highway,turning_circle,regular
30827169,highway,turning_circle,regular
30827172,highway,turning_circle,regular
30827173,highway,turning_circle,regular
30827199,highway,crossing,regular
30827228,highway,turning_circle,regular
30827246,highway,turning_circle,regular
30827247,highway,turning_circle,regular
30827248,highway,turning_circle,regular
30827251,highway,turning_circle,regular
30827252,highway,turning_circle,regular
30827254,highway,turning_circle,regular
30827256,highway,turning_circle,regular
30827257,highway,turning_circle,regular
30827264,highway,turning_circle,regular
30827267,highway,turning_circle,regular
30827269,highway,turning_circle,regular
30827271,highway,turning_circle,regular
30827275,highway,turning_circle,regular
30827307,highway,turning_circle,regular
30827319,highway,turning_circle,regular
30827324,highway,turning_circle,regular
30827325,highway,turning_circle,regular
30827328,highway,turning_circle,regular
30827385,barrier,gate,regular
30827435,highway,turning_circle,regular
30827458,highway,turning_circle,regular
30827519,highway,turning_circle,regular
30827530,highway,turning_circle,regular
30827579,highway,turning_circle,regular
30827590,highway,turning_circle,regular
30827600,highway,turning_circle,regular
30827602,highway,turning_circle,regular
30827604,highway,turning_circle,regular
30827631,highway,turning_circle,regular
30827633,highway,turning_circle,regular
30827643,highway,turning_circle,regular
30855280,highway,turning_circle,regular
30855299,highway,turning_circle,regular
30855451,highway,turning_circle,regular
30855461,highway,turning_circle,regular
30855489,highway,turning_circle,regular
30855829,highway,turning_circle,regular
30855838,highway,turning_circle,regular
30855846,highway,turning_circle,regular
30855850,highway,turning_circle,regular
30855869,highway,turning_circle,regular
30855929,highway,turning_circle,regular
30855943,highway,turning_circle,regular
30855959,highway,turning_circle,regular
30855978,highway,turning_circle,regular
30855982,highway,turning_circle,regular
30855999,highway,turning_circle,regular
30856032,highway,turning_circle,regular
30856039,highway,turning_circle,regular
30856048,highway,turning_circle,regular
30856086,highway,turning_circle,regular
30856090,highway,turning_circle,regular
30856128,highway,turning_circle,regular
30856132,highway,turning_circle,regular
30856137,highway,turning_circle,regular
30856153,highway,turning_circle,regular
30856461,highway,turning_circle,regular
30856470,highway,turning_circle,regular
30856578,highway,turning_circle,regular
30856598,highway,traffic_signals,regular
30856657,highway,turning_circle,regular
30856664,highway,turning_circle,regular
30856671,highway,turning_circle,regular
30856678,highway,turning_circle,regular
30856704,highway,turning_circle,regular
30856722,highway,turning_circle,regular
30856779,highway,turning_circle,regular
30856803,highway,turning_circle,regular
30856804,highway,turning_circle,regular
30857040,highway,turning_circle,regular
30857045,highway,turning_circle,regular
30857046,highway,turning_circle,regular
30857105,highway,turning_circle,regular
30857181,highway,turning_circle,regular
30857185,highway,turning_circle,regular
30857197,highway,turning_circle,regular
30857373,highway,traffic_signals,regular
30857831,highway,turning_circle,regular
30858413,highway,turning_circle,regular
30858540,highway,turning_circle,regular
30858582,highway,turning_circle,regular
30858628,highway,turning_circle,regular
30858654,highway,turning_circle,regular
30858656,highway,turning_circle,regular
30858659,highway,turning_circle,regular
30858678,highway,turning_circle,regular
30858680,highway,turning_circle,regular
30858683,highway,turning_circle,regular
30858718,highway,turning_circle,regular
30858745,highway,turning_circle,regular
30858768,highway,turning_circle,regular
30858796,highway,turning_circle,regular
30859256,highway,turning_circle,regular
30859343,highway,turning_circle,regular
30859442,highway,turning_circle,regular
30859446,highway,turning_circle,regular
30859462,highway,turning_circle,regular
30859486,highway,turning_circle,regular
30859612,highway,turning_circle,regular
30918007,highway,traffic_signals,regular
30918527,created_by,JOSM,regular
30918528,created_by,JOSM,regular
30918530,created_by,JOSM,regular
30918531,created_by,JOSM,regular
30918532,created_by,JOSM,regular
30918533,created_by,JOSM,regular
30918534,created_by,JOSM,regular
30918535,created_by,JOSM,regular
30918536,created_by,JOSM,regular
30918538,created_by,JOSM,regular
30918539,created_by,JOSM,regular
30918541,created_by,JOSM,regular
30918542,created_by,JOSM,regular
30918543,created_by,JOSM,regular
30918547,created_by,JOSM,regular
30918548,created_by,JOSM,regular
30918565,created_by,JOSM,regular
30918566,created_by,JOSM,regular
30918567,created_by,JOSM,regular
30918568,created_by,JOSM,regular
30918569,created_by,JOSM,regular
30918570,created_by,JOSM,regular
30918571,created_by,JOSM,regular
30918572,created_by,JOSM,regular
30918573,created_by,JOSM,regular
30918574,created_by,JOSM,regular
30918582,created_by,JOSM,regular
30918583,created_by,JOSM,regular
30918913,created_by,JOSM,regular
30918914,created_by,JOSM,regular
30918915,created_by,JOSM,regular
30918916,created_by,JOSM,regular
30918917,created_by,JOSM,regular
30918918,created_by,JOSM,regular
30918919,created_by,JOSM,regular
30918920,created_by,JOSM,regular
30918921,created_by,JOSM,regular
30918922,created_by,JOSM,regular
30918923,created_by,JOSM,regular
30918924,created_by,JOSM,regular
30919667,highway,turning_circle,regular
30919670,highway,turning_circle,regular
30919674,highway,turning_circle,regular
30919680,highway,turning_circle,regular
30919692,highway,turning_circle,regular
30919693,highway,turning_circle,regular
30919700,highway,turning_circle,regular
30919712,highway,turning_circle,regular
30919716,highway,turning_circle,regular
30919729,highway,turning_circle,regular
30919745,highway,turning_circle,regular
30919753,highway,turning_circle,regular
30919755,highway,turning_circle,regular
30919806,highway,turning_circle,regular
30919817,highway,turning_circle,regular
30919849,crossing,unmarked,regular
30919849,highway,crossing,regular
30919853,highway,turning_circle,regular
30919877,highway,turning_circle,regular
30919880,highway,turning_circle,regular
30919882,highway,turning_circle,regular
30919916,highway,turning_circle,regular
30919919,highway,turning_circle,regular
30919935,highway,traffic_signals,regular
30919992,highway,motorway_junction,regular
30919992,noref,yes,regular
30919996,highway,motorway_junction,regular
30919996,noref,yes,regular
30920078,highway,turning_circle,regular
30920092,highway,turning_circle,regular
30920093,highway,turning_circle,regular
30920094,highway,turning_circle,regular
30920096,highway,turning_circle,regular
30920115,highway,turning_circle,regular
30920135,highway,turning_circle,regular
30920142,highway,turning_circle,regular
30920144,highway,turning_circle,regular
30920147,highway,turning_circle,regular
30920150,highway,turning_circle,regular
30920194,highway,turning_circle,regular
30920209,highway,turning_circle,regular
30920215,highway,turning_circle,regular
30920263,crossing,unmarked,regular
30920263,highway,crossing,regular
30920297,highway,turning_circle,regular
30920306,highway,stop,regular
30920387,highway,turning_circle,regular
30920423,highway,turning_circle,regular
30920437,highway,turning_circle,regular
30920444,highway,traffic_signals,regular
30920445,highway,turning_circle,regular
30920452,highway,turning_circle,regular
30920465,highway,turning_circle,regular
30920484,highway,turning_circle,regular
30920530,highway,turning_circle,regular
30920555,highway,traffic_signals,regular
30920610,highway,turning_circle,regular
30920611,highway,turning_circle,regular
30920644,highway,turning_circle,regular
30920669,crossing,unmarked,regular
30920669,highway,crossing,regular
30920746,highway,turning_circle,regular
30920859,highway,traffic_signals,regular
30922307,created_by,JOSM,regular
30958945,created_by,JOSM,regular
30958946,created_by,JOSM,regular
30958947,created_by,JOSM,regular
30958948,created_by,JOSM,regular
30958949,created_by,JOSM,regular
30958951,created_by,JOSM,regular
30958952,created_by,JOSM,regular
30958953,created_by,JOSM,regular
30958954,created_by,JOSM,regular
30958955,created_by,JOSM,regular
30958956,created_by,JOSM,regular
30958957,created_by,JOSM,regular
30958958,created_by,JOSM,regular
30958959,created_by,JOSM,regular
30958977,created_by,JOSM,regular
30959071,highway,turning_circle,regular
30959073,highway,turning_circle,regular
30996103,highway,turning_circle,regular
30996109,highway,turning_circle,regular
30996135,highway,traffic_signals,regular
30996144,highway,turning_circle,regular
30996170,traffic_calming,bump,regular
30996226,highway,turning_circle,regular
30996256,highway,turning_circle,regular
30996263,highway,turning_circle,regular
30996293,highway,turning_circle,regular
30996296,highway,turning_circle,regular
30996297,highway,turning_circle,regular
30996339,highway,turning_circle,regular
30996386,highway,turning_circle,regular
30996391,highway,turning_circle,regular
30996392,highway,turning_circle,regular
30996485,highway,turning_circle,regular
30996774,highway,turning_circle,regular
30996790,highway,turning_circle,regular
30996794,highway,turning_circle,regular
30996795,highway,turning_circle,regular
31096080,highway,turning_circle,regular
31096096,highway,turning_circle,regular
31096097,highway,turning_circle,regular
31096196,highway,turning_circle,regular
31096217,highway,turning_circle,regular
31096222,highway,turning_circle,regular
31096230,highway,turning_circle,regular
31096231,highway,turning_circle,regular
31096236,highway,turning_circle,regular
31096237,highway,turning_circle,regular
31096240,highway,turning_circle,regular
31096244,highway,turning_circle,regular
31096261,highway,turning_circle,regular
31096263,highway,turning_circle,regular
31096338,highway,turning_circle,regular
31096382,highway,turning_circle,regular
31096383,highway,turning_circle,regular
31096386,highway,turning_circle,regular
31096395,highway,turning_circle,regular
31096518,highway,turning_circle,regular
31096537,highway,turning_circle,regular
31096594,highway,turning_circle,regular
31096595,highway,turning_circle,regular
31096608,highway,turning_circle,regular
31096657,highway,turning_circle,regular
31096663,highway,turning_circle,regular
31096719,highway,turning_circle,regular
31096748,highway,turning_circle,regular
31096755,highway,turning_circle,regular
31096798,highway,turning_circle,regular
31096804,highway,turning_circle,regular
31096897,highway,turning_circle,regular
31096903,highway,turning_circle,regular
31096905,highway,turning_circle,regular
31096959,highway,turning_circle,regular
31096962,highway,turning_circle,regular
31096968,highway,turning_circle,regular
31097381,highway,turning_circle,regular
31097413,highway,stop,regular
31103401,highway,turning_circle,regular
31103728,highway,turning_circle,regular
31103767,highway,turning_circle,regular
31103774,highway,turning_circle,regular
31103911,highway,crossing,regular
31103922,highway,turning_circle,regular
31103925,highway,turning_circle,regular
31103934,highway,turning_circle,regular
31103936,highway,turning_circle,regular
31103960,highway,turning_circle,regular
31103969,highway,turning_circle,regular
31103970,highway,turning_circle,regular
31103971,highway,turning_circle,regular
31103994,highway,traffic_signals,regular
31104016,highway,turning_circle,regular
31104020,highway,turning_circle,regular
31104024,highway,turning_circle,regular
31104065,highway,turning_circle,regular
31104070,highway,turning_circle,regular
31104071,highway,turning_circle,regular
31104074,highway,turning_circle,regular
31105969,highway,stop,regular
31105979,highway,traffic_signals,regular
31176513,highway,traffic_signals,regular
31176755,railway,level_crossing,regular
31176783,highway,traffic_signals,regular
31176812,highway,traffic_signals,regular
31176884,highway,traffic_signals,regular
31176936,highway,traffic_signals,regular
31176970,highway,traffic_signals,regular
31177012,highway,traffic_signals,regular
31177050,highway,turning_circle,regular
31177051,highway,turning_circle,regular
31177314,highway,traffic_signals,regular
31177448,highway,turning_circle,regular
31177529,highway,turning_circle,regular
31177860,highway,turning_circle,regular
31177890,highway,traffic_signals,regular
31177925,highway,turning_circle,regular
31177929,highway,traffic_signals,regular
31177940,highway,traffic_signals,regular
31177964,highway,turning_circle,regular
31178054,highway,traffic_signals,regular
31178499,highway,crossing,regular
31363137,created_by,JOSM,regular
31363142,created_by,JOSM,regular
31363143,created_by,JOSM,regular
31363144,created_by,JOSM,regular
31363145,created_by,JOSM,regular
31363146,created_by,JOSM,regular
31363147,created_by,JOSM,regular
31363149,created_by,JOSM,regular
31363306,highway,motorway_junction,regular
31363306,ref,43,regular
31363326,highway,traffic_signals,regular
31363399,highway,motorway_junction,regular
31363399,ref,39,regular
32271950,created_by,JOSM,regular
32271951,created_by,JOSM,regular
32271952,created_by,JOSM,regular
32271953,created_by,JOSM,regular
32271954,created_by,JOSM,regular
32271984,highway,turning_circle,regular
32272071,highway,traffic_signals,regular
32274504,created_by,JOSM,regular
32274506,created_by,JOSM,regular
32274507,created_by,JOSM,regular
32274508,created_by,JOSM,regular
32274509,highway,traffic_signals,regular
32410138,created_by,JOSM,regular
32410144,created_by,JOSM,regular
32410146,created_by,JOSM,regular
32410148,created_by,JOSM,regular
32410150,created_by,JOSM,regular
32926585,created_by,JOSM,regular
32926591,created_by,JOSM,regular
32926608,created_by,JOSM,regular
32926610,created_by,JOSM,regular
32926611,created_by,JOSM,regular
32926613,created_by,JOSM,regular
32927070,created_by,JOSM,regular
32927071,created_by,JOSM,regular
34103521,highway,traffic_signals,regular
34103542,created_by,JOSM,regular
34103544,created_by,JOSM,regular
34103545,created_by,JOSM,regular
34103563,created_by,JOSM,regular
34103583,created_by,JOSM,regular
34103584,created_by,JOSM,regular
34103585,created_by,JOSM,regular
34103586,created_by,JOSM,regular
34103587,created_by,JOSM,regular
34103588,created_by,JOSM,regular
34103593,created_by,JOSM,regular
34103594,created_by,JOSM,regular
34103595,created_by,JOSM,regular
34103596,created_by,JOSM,regular
34103597,created_by,JOSM,regular
34103601,created_by,JOSM,regular
34103604,created_by,JOSM,regular
34103605,created_by,JOSM,regular
34112714,created_by,JOSM,regular
34112716,created_by,JOSM,regular
34112717,created_by,JOSM,regular
34112726,created_by,JOSM,regular
34112825,created_by,JOSM,regular
34112827,created_by,JOSM,regular
34112829,created_by,JOSM,regular
34112831,created_by,JOSM,regular
34112833,created_by,JOSM,regular
34112835,created_by,JOSM,regular
34112837,created_by,JOSM,regular
34112839,created_by,JOSM,regular
34112841,created_by,JOSM,regular
34115631,highway,traffic_signals,regular
34116504,created_by,JOSM,regular
34116517,created_by,JOSM,regular
34116519,created_by,JOSM,regular
34116537,highway,turning_circle,regular
34120504,highway,motorway_junction,regular
34120504,ref,268,regular
34902697,bus_routes,3;32,regular
34902697,highway,bus_stop,regular
34903973,highway,traffic_signals,regular
34904004,highway,traffic_signals,regular
34904011,highway,traffic_signals,regular
34909391,highway,stop,regular
34909400,highway,turning_circle,regular
34909419,highway,traffic_signals,regular
34909455,created_by,JOSM,regular
34909456,created_by,JOSM,regular
34909457,created_by,JOSM,regular
34909576,highway,motorway_junction,regular
34909576,ref,177,regular
34909629,destination,201 North Stoney Trail,regular
34909629,highway,motorway_junction,regular
34909629,ref,177,regular
35837449,created_by,JOSM,regular
35839095,created_by,JOSM,regular
37925178,highway,traffic_signals,regular
37938349,highway,motorway_junction,regular
37938349,ref,36,regular
38164530,created_by,JOSM,regular
38164554,created_by,JOSM,regular
38164590,created_by,JOSM,regular
38164601,created_by,JOSM,regular
38164607,created_by,JOSM,regular
38164836,created_by,JOSM,regular
38164942,created_by,JOSM,regular
38164955,created_by,JOSM,regular
38166888,created_by,JOSM,regular
38166894,created_by,JOSM,regular
38166938,created_by,JOSM,regular
46244933,created_by,JOSM,regular
46244982,created_by,JOSM,regular
46245095,created_by,JOSM,regular
46245190,highway,turning_circle,regular
46245303,created_by,JOSM,regular
47332555,created_by,JOSM,regular
47332566,created_by,JOSM,regular
49708148,highway,motorway_junction,regular
49708148,noref,yes,regular
49708174,created_by,JOSM,regular
