id,key,value,type 
253365591,service,parking_aisle,regular
253365592,highway,service,regular
253365592,service,parking_aisle,regular
253365593,highway,service,regular
253365593,service,parking_aisle,regular
253365594,highway,service,regular
253365594,service,driveway,regular
253365595,highway,service,regular
253365595,service,driveway,regular
253365596,highway,service,regular
253365596,service,driveway,regular
253365888,highway,service,regular
253365888,service,parking_aisle,regular
253365889,highway,service,regular
253365889,service,parking_aisle,regular
253365890,highway,service,regular
253365890,service,parking_aisle,regular
253365891,highway,service,regular
253365891,service,parking_aisle,regular
253365892,highway,service,regular
253365892,service,parking_aisle,regular
253365893,highway,footway,regular
253365894,highway,service,regular
253365894,service,parking_aisle,regular
253365895,highway,service,regular
253365895,service,parking_aisle,regular
253365896,highway,service,regular
253365896,service,parking_aisle,regular
253365897,highway,service,regular
253365898,highway,service,regular
253365899,highway,service,regular
253365900,highway,service,regular
253365900,service,alley,regular
253365901,highway,service,regular
253365901,service,parking_aisle,regular
253365902,highway,service,regular
253365902,service,parking_aisle,regular
253365903,highway,service,regular
253365903,service,parking_aisle,regular
253365904,highway,service,regular
253365904,service,parking_aisle,regular
253366491,highway,service,regular
253366491,service,parking_aisle,regular
253366995,highway,service,regular
253366995,service,parking_aisle,regular
253369398,highway,service,regular
253369398,service,parking_aisle,regular
253369399,highway,footway,regular
253369401,highway,service,regular
253369401,service,parking_aisle,regular
253369402,highway,service,regular
253369402,service,parking_aisle,regular
253369403,highway,service,regular
253369403,service,parking_aisle,regular
253369404,bicycle,yes,regular
253369404,foot,yes,regular
253369404,highway,footway,regular
253369404,surface,asphalt,regular
253369522,highway,service,regular
253369522,service,parking_aisle,regular
253373124,highway,service,regular
253373124,service,parking_aisle,regular
253373126,highway,service,regular
253373126,oneway,yes,regular
253373126,service,parking_aisle,regular
253373127,highway,service,regular
253373127,service,parking_aisle,regular
253373129,highway,service,regular
253373130,highway,service,regular
253373130,service,parking_aisle,regular
253373131,highway,service,regular
253373131,service,parking_aisle,regular
253373132,highway,service,regular
253373132,service,parking_aisle,regular
253373133,highway,service,regular
253373133,service,parking_aisle,regular
253373136,highway,service,regular
253373136,service,parking_aisle,regular
253373137,highway,service,regular
253373137,service,parking_aisle,regular
253373139,highway,service,regular
253373139,service,parking_aisle,regular
253373141,highway,service,regular
253373141,service,parking_aisle,regular
253373142,highway,service,regular
253373142,service,parking_aisle,regular
253373143,highway,service,regular
253373143,service,parking_aisle,regular
253373144,highway,service,regular
253373144,service,parking_aisle,regular
253373146,highway,service,regular
253373146,service,parking_aisle,regular
253373147,highway,service,regular
253373147,service,parking_aisle,regular
253373149,highway,service,regular
253373149,service,parking_aisle,regular
253373151,highway,service,regular
253373151,service,parking_aisle,regular
253373152,highway,service,regular
253373152,service,parking_aisle,regular
253373154,highway,service,regular
253373154,service,parking_aisle,regular
253373158,highway,service,regular
253373158,service,parking_aisle,regular
253373160,highway,service,regular
253373160,service,parking_aisle,regular
253373162,highway,service,regular
253373162,service,parking_aisle,regular
253373163,highway,service,regular
253373163,service,parking_aisle,regular
253373164,highway,service,regular
253373164,service,parking_aisle,regular
253373165,highway,service,regular
253373165,service,parking_aisle,regular
253373166,highway,service,regular
253373166,service,parking_aisle,regular
253373167,highway,service,regular
253373167,service,parking_aisle,regular
253373168,highway,service,regular
253373168,service,parking_aisle,regular
253373169,highway,service,regular
253373169,service,parking_aisle,regular
253373170,highway,service,regular
253373170,service,parking_aisle,regular
253373171,highway,service,regular
253373171,service,parking_aisle,regular
253373172,highway,service,regular
253373172,service,parking_aisle,regular
253373174,highway,service,regular
253373174,service,parking_aisle,regular
253373175,highway,service,regular
253373175,service,parking_aisle,regular
253373176,highway,service,regular
253373176,service,parking_aisle,regular
253373178,highway,service,regular
253373178,service,parking_aisle,regular
253373180,highway,service,regular
253373180,service,parking_aisle,regular
253373214,highway,service,regular
253373214,service,parking_aisle,regular
253373215,highway,service,regular
253373215,service,parking_aisle,regular
253374020,highway,service,regular
253374021,highway,service,regular
253374021,service,parking_aisle,regular
253374023,highway,service,regular
253374024,highway,service,regular
253374024,service,parking_aisle,regular
253374026,highway,service,regular
253374027,highway,service,regular
253374957,access,private,regular
253374957,highway,service,regular
253374957,service,parking_aisle,regular
253374959,access,private,regular
253374959,highway,service,regular
253374959,service,parking_aisle,regular
253374960,access,private,regular
253374960,highway,service,regular
253374960,service,parking_aisle,regular
253374962,access,private,regular
253374962,highway,service,regular
253374962,service,parking_aisle,regular
253374963,access,private,regular
253374963,highway,service,regular
253374963,service,parking_aisle,regular
253374965,access,private,regular
253374965,highway,service,regular
253374965,service,parking_aisle,regular
253376075,highway,footway,regular
253377454,footway,sidewalk,regular
253377454,highway,footway,regular
253378288,footway,sidewalk,regular
253378288,highway,footway,regular
253378289,footway,sidewalk,regular
253378289,highway,footway,regular
253382510,highway,footway,regular
253384531,footway,sidewalk,regular
253384531,highway,footway,regular
253384675,footway,sidewalk,regular
253384675,highway,footway,regular
253384676,highway,steps,regular
253384677,footway,sidewalk,regular
253384677,highway,footway,regular
253384797,footway,sidewalk,regular
253384797,highway,footway,regular
253384798,footway,sidewalk,regular
253384798,highway,footway,regular
253385255,bicycle,dismount,regular
253385255,crossing,traffic_signals,regular
253385255,footway,crossing,regular
253385255,highway,footway,regular
253385255,surface,asphalt,regular
253385257,bicycle,yes,regular
253385257,foot,yes,regular
253385257,footway,sidewalk,regular
253385257,highway,footway,regular
253385538,highway,service,regular
253385538,service,parking_aisle,regular
253385698,footway,sidewalk,regular
253385698,highway,footway,regular
253385699,highway,footway,regular
253385700,footway,sidewalk,regular
253385700,highway,footway,regular
253385701,highway,footway,regular
253419589,highway,footway,regular
253419795,highway,service,regular
253419797,highway,service,regular
253419797,service,parking_aisle,regular
253419798,highway,service,regular
253419798,service,parking_aisle,regular
253420166,highway,path,regular
253420286,bicycle,dismount,regular
253420286,highway,path,regular
253420286,surface,dirt,regular
253420287,bicycle,dismount,regular
253420287,bridge,yes,regular
253420287,highway,footway,regular
253420287,layer,1,regular
253422422,highway,footway,regular
253422423,highway,footway,regular
253422601,footway,sidewalk,regular
253422601,highway,footway,regular
253422602,footway,sidewalk,regular
253422602,highway,footway,regular
253422670,highway,footway,regular
253422671,highway,path,regular
253422672,highway,footway,regular
253422707,highway,service,regular
253422707,service,parking_aisle,regular
253422819,footway,sidewalk,regular
253422819,highway,footway,regular
253422820,footway,sidewalk,regular
253422820,highway,footway,regular
253422821,footway,crossing,regular
253422821,highway,footway,regular
253422849,footway,sidewalk,regular
253422849,highway,footway,regular
253422850,footway,crossing,regular
253422850,highway,footway,regular
253422851,footway,sidewalk,regular
253422851,highway,footway,regular
253422852,footway,sidewalk,regular
253422852,highway,footway,regular
253422854,footway,sidewalk,regular
253422854,highway,footway,regular
253427466,highway,footway,regular
253427467,highway,footway,regular
253427468,highway,footway,regular
253427469,highway,footway,regular
253427470,highway,path,regular
253427471,highway,footway,regular
253427472,highway,footway,regular
253427473,highway,footway,regular
253427474,highway,footway,regular
253428179,highway,service,regular
253428179,service,alley,regular
253428180,highway,service,regular
253428180,service,alley,regular
253428181,highway,service,regular
253428181,service,alley,regular
253428182,highway,path,regular
253428183,highway,service,regular
253428183,service,parking_aisle,regular
253428184,highway,path,regular
253428195,highway,path,regular
253428212,highway,footway,regular
253428618,highway,service,regular
253428618,service,alley,regular
253428619,highway,service,regular
253428619,service,alley,regular
253428620,highway,footway,regular
253429057,bicycle,yes,regular
253429057,foot,yes,regular
253429057,highway,footway,regular
253429057,surface,asphalt,regular
253429058,highway,footway,regular
253429059,bicycle,yes,regular
253429059,foot,yes,regular
253429059,highway,footway,regular
253429059,surface,asphalt,regular
253429060,bicycle,dismount,regular
253429060,foot,yes,regular
253429060,highway,footway,regular
253429060,surface,asphalt,regular
253429061,bicycle,dismount,regular
253429061,foot,yes,regular
253429061,highway,footway,regular
253429061,surface,asphalt,regular
253429111,highway,service,regular
253429111,service,alley,regular
253429284,highway,service,regular
253429284,service,alley,regular
253429285,highway,service,regular
253429285,service,alley,regular
253429287,highway,service,regular
253429287,service,parking_aisle,regular
253429288,highway,service,regular
253429288,service,parking_aisle,regular
253429289,highway,service,regular
253429289,oneway,yes,regular
253429289,service,parking_aisle,regular
253429290,highway,service,regular
253429290,oneway,yes,regular
253429290,service,parking_aisle,regular
253429291,highway,footway,regular
253429292,bicycle,dismount,regular
253429292,footway,sidewalk,regular
253429292,highway,footway,regular
253429292,surface,paved,regular
253429293,highway,footway,regular
253429294,highway,footway,regular
253429295,highway,footway,regular
253429296,highway,footway,regular
253429354,highway,footway,regular
253429355,highway,footway,regular
253429469,bicycle,yes,regular
253429469,foot,yes,regular
253429469,highway,footway,regular
253429469,surface,asphalt,regular
253429470,bicycle,yes,regular
253429470,foot,yes,regular
253429470,highway,footway,regular
253429470,surface,asphalt,regular
253429471,bicycle,yes,regular
253429471,foot,yes,regular
253429471,highway,footway,regular
253429471,surface,asphalt,regular
253429472,highway,path,regular
253430531,highway,service,regular
253430531,service,alley,regular
253430532,highway,service,regular
253430532,service,alley,regular
253430534,highway,footway,regular
253430535,highway,service,regular
253430535,service,alley,regular
253430537,highway,service,regular
253430537,service,alley,regular
253430538,highway,footway,regular
253430540,highway,service,regular
253430540,service,alley,regular
253430541,highway,service,regular
253430541,service,alley,regular
253430543,highway,service,regular
253430543,service,alley,regular
253430625,bicycle,yes,regular
253430625,foot,yes,regular
253430625,highway,footway,regular
253430625,note,"appears as ""trail"" in City interactive pathway map as of 2016-10",regular
253430625,surface,asphalt,regular
253430626,bicycle,yes,regular
253430626,foot,yes,regular
253430626,highway,footway,regular
253430626,surface,asphalt,regular
253430627,highway,service,regular
253430627,service,alley,regular
253432050,name,West Nose Creek,regular
253432050,source,YahooAerial,regular
253432050,waterway,stream,regular
253432051,layer,-1,regular
253432051,name,West Nose Creek,regular
253432051,source,YahooAerial,regular
253432051,tunnel,yes,regular
253432051,waterway,stream,regular
253432123,bicycle,yes,regular
253432123,foot,yes,regular
253432123,highway,cycleway,regular
253432123,surface,asphalt,regular
253432125,bicycle,yes,regular
253432125,bridge,yes,regular
253432125,foot,yes,regular
253432125,highway,cycleway,regular
253432125,surface,paved,regular
253432127,bicycle,yes,regular
253432127,foot,yes,regular
253432127,highway,cycleway,regular
253432127,surface,asphalt,regular
253432129,bicycle,yes,regular
253432129,foot,yes,regular
253432129,highway,cycleway,regular
253432129,surface,asphalt,regular
253432130,bicycle,yes,regular
253432130,bridge,yes,regular
253432130,foot,yes,regular
253432130,highway,cycleway,regular
253432130,surface,paved,regular
253432131,bicycle,yes,regular
253432131,foot,yes,regular
253432131,highway,cycleway,regular
253432131,surface,asphalt,regular
253432132,bicycle,yes,regular
253432132,bridge,yes,regular
253432132,foot,yes,regular
253432132,highway,cycleway,regular
253432132,surface,paved,regular
253432133,bicycle,yes,regular
253432133,foot,yes,regular
253432133,highway,cycleway,regular
253432133,surface,asphalt,regular
253432134,bicycle,yes,regular
253432134,bridge,yes,regular
253432134,foot,yes,regular
253432134,highway,cycleway,regular
253432134,surface,paved,regular
253432155,highway,footway,regular
253432429,bicycle,yes,regular
253432429,bridge,yes,regular
253432429,foot,yes,regular
253432429,highway,cycleway,regular
253432429,surface,paved,regular
253432430,bicycle,yes,regular
253432430,foot,yes,regular
253432430,highway,cycleway,regular
253432430,surface,asphalt,regular
253432474,bridge,yes,regular
253432474,highway,footway,regular
253432474,layer,1,regular
253432475,footway,sidewalk,regular
253432475,highway,footway,regular
253435804,highway,service,regular
253435804,service,alley,regular
253435805,highway,service,regular
253435805,service,alley,regular
253435806,highway,service,regular
253435806,service,alley,regular
253435807,highway,service,regular
253435807,service,alley,regular
253435808,highway,service,regular
253435808,service,alley,regular
253435809,highway,service,regular
253435809,service,alley,regular
253435810,highway,service,regular
253435810,service,alley,regular
253435811,highway,service,regular
253435811,service,alley,regular
253435813,highway,service,regular
253435813,service,alley,regular
253435814,highway,service,regular
253435814,service,alley,regular
253435815,highway,service,regular
253435815,service,alley,regular
253435816,highway,service,regular
253435816,service,alley,regular
253435817,highway,service,regular
253435817,service,alley,regular
253435818,highway,service,regular
253435818,service,alley,regular
253435819,highway,service,regular
253435819,service,alley,regular
253435820,highway,service,regular
253435820,service,alley,regular
253435821,highway,service,regular
253435821,service,alley,regular
253435822,highway,service,regular
253435822,service,alley,regular
253436693,highway,path,regular
253436700,highway,path,regular
253436734,highway,service,regular
253436734,service,parking_aisle,regular
253436735,highway,service,regular
253436735,service,parking_aisle,regular
253436736,highway,service,regular
253436736,service,parking_aisle,regular
253437784,highway,residential,regular
253437784,name,100 Templewood Place NE,regular
253536462,highway,path,regular
253536549,highway,path,regular
253658399,highway,service,regular
253658399,service,alley,regular
253661006,highway,residential,regular
253661006,name,Martin Crossing Grove NE,regular
253661007,highway,service,regular
253661007,service,alley,regular
253661008,highway,residential,regular
253661008,name,Martinbrook Road NE,regular
253661008,surface,asphalt,regular
253661010,highway,residential,regular
253661010,name,300 Martinbrook Place NE,regular
253661012,highway,residential,regular
253661012,name,Martinbrook Link NE,regular
253661013,highway,residential,regular
253661013,name,Martinbrook Link NE,regular
253661014,highway,service,regular
253661014,service,alley,regular
253661015,highway,residential,regular
253661015,name,Martinbrook Link NE,regular
253661016,highway,residential,regular
253661016,name,Martin Crossing Park NE,regular
253661017,highway,residential,regular
253661017,name,Martin Crossing Park NE,regular
253662639,highway,service,regular
253662639,service,alley,regular
253662640,highway,footway,regular
253662641,highway,footway,regular
253664712,footway,sidewalk,regular
253664712,highway,footway,regular
253664713,highway,footway,regular
253664714,highway,tertiary,regular
253664714,name,52 Street NE,regular
253664715,highway,tertiary,regular
253664715,name,88 Avenue NE,regular
253664716,highway,tertiary,regular
253664716,name,88 Avenue NE,regular
253664717,highway,footway,regular
253664718,highway,footway,regular
253676182,footway,sidewalk,regular
253676182,highway,footway,regular
253691037,bicycle,dismount,regular
253691037,crossing,uncontrolled,regular
253691037,footway,crossing,regular
253691037,highway,footway,regular
253691037,surface,asphalt,regular
253693844,footway,sidewalk,regular
253693844,highway,footway,regular
253693850,footway,crossing,regular
253693850,highway,footway,regular
253693851,highway,path,regular
253693852,footway,sidewalk,regular
253693852,highway,footway,regular
253696395,highway,service,regular
253696395,service,alley,regular
253696396,bicycle,yes,regular
253696396,foot,yes,regular
253696396,highway,cycleway,regular
253696396,surface,asphalt,regular
253696397,highway,path,regular
253696398,highway,path,regular
253696400,highway,service,regular
253696400,oneway,yes,regular
253696400,service,parking_aisle,regular
253696401,highway,service,regular
253696401,oneway,yes,regular
253696401,service,parking_aisle,regular
253696402,highway,service,regular
253696402,service,parking_aisle,regular
253696403,highway,service,regular
253696403,service,parking_aisle,regular
253696404,footway,sidewalk,regular
253696404,highway,footway,regular
253709471,highway,service,regular
253709471,service,driveway,regular
253709472,highway,service,regular
253709472,service,parking_aisle,regular
253709473,highway,service,regular
253709473,service,parking_aisle,regular
253709474,highway,service,regular
253709474,service,parking_aisle,regular
253709475,highway,service,regular
253709475,service,parking_aisle,regular
253710256,highway,path,regular
253710257,highway,path,regular
253710258,highway,service,regular
253710258,service,alley,regular
253710259,highway,path,regular
253710260,highway,path,regular
253730097,highway,residential,regular
253730097,name,Rundlelawn Road NE,regular
253730100,highway,secondary,regular
253730100,maxspeed,60,regular
253730100,name,32 Avenue NE,regular
253730100,oneway,yes,regular
253732118,highway,primary,regular
253732118,lanes,3,regular
253732118,maxspeed,70,regular
253732118,name,John Laurie Boulevard NW,regular
253732118,oneway,yes,regular
253732119,highway,primary,regular
253732119,lanes,3,regular
253732119,maxspeed,60,regular
253732119,name,McKnight Boulevard NW,regular
253732119,oneway,yes,regular
253732120,highway,primary,regular
253732120,lanes,2,regular
253732120,maxspeed,60,regular
253732120,name,McKnight Boulevard NW,regular
253732120,oneway,yes,regular
253732121,highway,primary,regular
253732121,lanes,3,regular
253732121,maxspeed,60,regular
253732121,name,McKnight Boulevard NW,regular
253732121,oneway,yes,regular
253732342,highway,primary,regular
253732342,lanes,3,regular
253732342,name,McKnight Boulevard NE,regular
253732342,oneway,yes,regular
253732343,highway,primary,regular
253732343,lanes,3,regular
253732343,name,McKnight Boulevard NE,regular
253732343,oneway,yes,regular
253732344,bicycle,yes,regular
253732344,cycleway,no,regular
253732344,highway,secondary,regular
253732344,maxspeed,60,regular
253732344,name,36 Street NE,regular
253732344,oneway,yes,regular
253732344,surface,concrete,regular
253732345,bicycle,yes,regular
253732345,cycleway,no,regular
253732345,highway,secondary,regular
253732345,maxspeed,60,regular
253732345,name,36 Street NE,regular
253732345,oneway,yes,regular
253732345,surface,concrete,regular
253732346,highway,primary,regular
253732346,lanes,2,regular
253732346,name,McKnight Boulevard NE,regular
253732346,oneway,yes,regular
253732347,attribution,GeoBase®,regular
253732347,geobase:acquisitionTechnique,GPS,regular
253732347,highway,primary,regular
253732347,is_in,"Calgary,Alberta",regular
253732347,lanes,3,regular
253732347,name,McKnight Boulevard NE,regular
253732347,oneway,yes,regular
253732347,source,Geobase_Import_2009,regular
253732348,highway,primary,regular
253732348,name,Métis Trail NE,regular
253732348,oneway,yes,regular
253732349,highway,primary,regular
253732349,name,Métis Trail NE,regular
253732349,oneway,yes,regular
253743032,highway,secondary,regular
253743032,lanes,2,regular
253743032,name,Métis Trail NE,regular
253743032,oneway,yes,regular
253743033,street,Metis Trail South,destination
253743033,highway,motorway_link,regular
253743033,oneway,yes,regular
253743034,highway,primary,regular
253743034,lanes,2,regular
253743034,name,Métis Trail NE,regular
253743034,oneway,yes,regular
253743035,highway,secondary,regular
253743035,lanes,2,regular
253743035,maxspeed,70,regular
253743035,name,John Laurie Boulevard NW,regular
253743035,oneway,yes,regular
253743036,highway,primary,regular
253743036,maxspeed,80,regular
253743036,name,Shaganappi Trail NW,regular
253743036,oneway,yes,regular
253743037,highway,primary,regular
253743037,lanes,2,regular
253743037,maxspeed,70,regular
253743037,name,John Laurie Boulevard NW,regular
253743037,oneway,yes,regular
253743038,highway,primary,regular
253743038,name,Shaganappi Trail NW,regular
253743038,oneway,yes,regular
253746625,highway,secondary,regular
253746625,lanes,2,regular
253746625,maxspeed,50,regular
253746625,name,53 Street NW,regular
253746625,oneway,yes,regular
253746626,highway,residential,regular
253746626,lanes,2,regular
253746626,name,Dalhart Road NW,regular
253746626,surface,asphalt,regular
253746627,highway,secondary,regular
253746627,name,Country Hills Boulevard NW,regular
253746627,oneway,yes,regular
253746630,destination,Country Hills Boulevard East,regular
253746630,highway,motorway_link,regular
253746630,oneway,yes,regular
253746632,highway,secondary,regular
253746632,name,Country Hills Boulevard NW,regular
253746632,oneway,yes,regular
253889814,highway,footway,regular
253889816,footway,sidewalk,regular
253889816,highway,footway,regular
253908583,footway,sidewalk,regular
253908583,highway,footway,regular
253913506,footway,sidewalk,regular
253913506,highway,footway,regular
253913507,bicycle,dismount,regular
253913507,footway,sidewalk,regular
253913507,highway,footway,regular
253913508,highway,footway,regular
253913509,highway,footway,regular
253913510,highway,footway,regular
253913511,highway,footway,regular
253913512,highway,footway,regular
253913513,highway,footway,regular
253913514,highway,footway,regular
253913516,highway,service,regular
253913517,highway,footway,regular
253913518,highway,path,regular
253913520,highway,footway,regular
253913521,footway,sidewalk,regular
253913521,highway,footway,regular
253913523,highway,service,regular
253913523,service,parking_aisle,regular
253913524,highway,service,regular
253913524,service,parking_aisle,regular
253913525,bicycle,dismount,regular
253913525,footway,crossing,regular
253913525,highway,footway,regular
253913526,bicycle,designated,regular
253913526,highway,tertiary,regular
253913526,name,44 Avenue NE,regular
253913526,oneway,yes,regular
253913942,bicycle,dismount,regular
253913942,footway,crossing,regular
253913942,highway,footway,regular
253913944,highway,path,regular
253913945,highway,service,regular
253913945,service,alley,regular
253913946,bicycle,dismount,regular
253913946,footway,sidewalk,regular
253913946,highway,footway,regular
253913947,bicycle,dismount,regular
253913947,footway,sidewalk,regular
253913947,highway,footway,regular
253914388,highway,path,regular
253914389,highway,path,regular
253914390,highway,path,regular
253914391,highway,path,regular
253914392,highway,path,regular
253914393,highway,path,regular
253914394,highway,path,regular
253928429,highway,footway,regular
253929058,footway,sidewalk,regular
253929058,highway,footway,regular
253929059,highway,footway,regular
253929060,footway,crossing,regular
253929060,highway,footway,regular
253929061,footway,sidewalk,regular
253929061,highway,footway,regular
253929062,footway,sidewalk,regular
253929062,highway,footway,regular
253929063,footway,sidewalk,regular
253929063,highway,footway,regular
253929064,footway,sidewalk,regular
253929064,highway,footway,regular
253930889,footway,sidewalk,regular
253930889,highway,footway,regular
253930890,footway,sidewalk,regular
253930890,highway,footway,regular
253930891,footway,sidewalk,regular
253930891,highway,footway,regular
253930892,footway,sidewalk,regular
253930892,highway,footway,regular
253930893,footway,sidewalk,regular
253930893,highway,footway,regular
253930894,footway,sidewalk,regular
253930894,highway,footway,regular
253930895,footway,crossing,regular
253930895,highway,footway,regular
253930896,footway,crossing,regular
253930896,highway,footway,regular
253930897,footway,sidewalk,regular
253930897,highway,footway,regular
253930898,footway,sidewalk,regular
253930898,highway,footway,regular
253930899,footway,sidewalk,regular
253930899,highway,footway,regular
253930900,highway,footway,regular
253930901,highway,footway,regular
253930902,highway,footway,regular
253930903,highway,service,regular
253930903,service,parking_aisle,regular
253930904,highway,footway,regular
253930905,highway,footway,regular
253930906,footway,sidewalk,regular
253930906,highway,footway,regular
253930907,footway,sidewalk,regular
253930907,highway,footway,regular
253937060,footway,sidewalk,regular
253937060,highway,footway,regular
253937062,footway,crossing,regular
253937062,highway,footway,regular
253937064,footway,sidewalk,regular
253937064,highway,footway,regular
253937067,footway,sidewalk,regular
253937067,highway,footway,regular
253937070,footway,sidewalk,regular
253937070,highway,footway,regular
253937074,footway,sidewalk,regular
253937074,highway,footway,regular
253937077,footway,sidewalk,regular
253937077,highway,footway,regular
253937081,footway,sidewalk,regular
253937081,highway,footway,regular
253937084,footway,sidewalk,regular
253937084,highway,footway,regular
253937087,footway,sidewalk,regular
253937087,highway,footway,regular
253937089,footway,crossing,regular
253937089,highway,footway,regular
254044619,highway,footway,regular
254044620,footway,sidewalk,regular
254044620,highway,footway,regular
254044621,footway,sidewalk,regular
254044621,highway,footway,regular
254044622,footway,crossing,regular
254044622,highway,footway,regular
254044623,footway,sidewalk,regular
254044623,highway,footway,regular
254044624,footway,crossing,regular
254044624,highway,footway,regular
254044625,footway,sidewalk,regular
254044625,highway,footway,regular
254044628,footway,sidewalk,regular
254044628,highway,footway,regular
254044629,footway,sidewalk,regular
254044629,highway,footway,regular
254044630,footway,sidewalk,regular
254044630,highway,footway,regular
254044631,bicycle,yes,regular
254044631,foot,yes,regular
254044631,highway,cycleway,regular
254044631,lit,no,regular
254044631,oneway,no,regular
254044632,bicycle,yes,regular
254044632,foot,yes,regular
254044632,highway,cycleway,regular
254044632,surface,asphalt,regular
254044633,bicycle,yes,regular
254044633,foot,yes,regular
254044633,highway,cycleway,regular
254044633,surface,asphalt,regular
254047055,highway,path,regular
254047056,highway,path,regular
254047275,highway,path,regular
254090174,footway,crossing,regular
254090174,highway,footway,regular
254090176,highway,footway,regular
254092553,bicycle,dismount,regular
254092553,footway,crossing,regular
254092553,highway,footway,regular
254092554,highway,secondary_link,regular
254092554,lanes,1,regular
254092554,oneway,yes,regular
254092555,highway,secondary,regular
254092555,maxspeed,50,regular
254092555,name,Country Village Road NE,regular
254092555,oneway,yes,regular
254092556,highway,tertiary_link,regular
254092556,lanes,1,regular
254092556,oneway,yes,regular
254092557,bicycle,dismount,regular
254092557,footway,crossing,regular
254092557,highway,footway,regular
254092558,highway,secondary_link,regular
254092558,lanes,1,regular
254092558,oneway,yes,regular
254092559,highway,tertiary,regular
254092559,name,Coventry Hills Way,regular
254092559,oneway,yes,regular
254092560,bicycle,dismount,regular
254092560,footway,crossing,regular
254092560,highway,footway,regular
254092561,bicycle,dismount,regular
254092561,footway,crossing,regular
254092561,highway,footway,regular
254092562,highway,secondary_link,regular
254092562,lanes,1,regular
254092562,oneway,yes,regular
254092611,highway,path,regular
254092612,highway,path,regular
254092614,highway,service,regular
254092614,service,parking_aisle,regular
254093037,highway,tertiary,regular
254093037,name,Edgevalley Drive NW,regular
254093037,oneway,yes,regular
254093038,highway,secondary_link,regular
254093038,lanes,1,regular
254093038,oneway,yes,regular
254093039,bicycle,designated,regular
254093039,highway,secondary,regular
254093039,name,Edgemont Boulevard NW,regular
254093039,oneway,yes,regular
254093040,highway,secondary_link,regular
254093040,lanes,1,regular
254093040,oneway,yes,regular
254093041,highway,tertiary,regular
254093041,name,Edenwold Drive NW,regular
254093041,oneway,yes,regular
254093785,highway,service,regular
254093785,oneway,yes,regular
254093786,highway,service,regular
254093786,name,Research Road NW,regular
254093788,highway,unclassified,regular
254093788,name,31 Street NW,regular
254093788,oneway,yes,regular
254093789,access,no,regular
254093789,bicycle,yes,regular
254093789,highway,service,regular
254093789,psv,yes,regular
254093790,highway,unclassified,regular
254093790,name,31 Street NW,regular
254093790,oneway,yes,regular
254093791,access,no,regular
254093791,bicycle,yes,regular
254093791,highway,service,regular
254093791,name,31 Street NW,regular
254093791,oneway,yes,regular
254093791,psv,yes,regular
254094245,bicycle,dismount,regular
254094245,crossing,zebra,regular
254094245,footway,crossing,regular
254094245,highway,footway,regular
254096135,highway,secondary_link,regular
254096135,lanes,1,regular
254096135,oneway,yes,regular
254164277,leisure,pitch,regular
254164277,sport,baseball,regular
254164278,leisure,pitch,regular
254164278,sport,baseball,regular
254167782,highway,primary,regular
254167782,lanes,2,regular
254167782,name,John Laurie Boulevard NW,regular
254167782,oneway,yes,regular
254173193,bicycle,dismount,regular
254173193,crossing,uncontrolled,regular
254173193,footway,crossing,regular
254173193,highway,footway,regular
254173193,surface,asphalt,regular
254173194,bicycle,dismount,regular
254173194,footway,sidewalk,regular
254173194,highway,footway,regular
254173195,bicycle,dismount,regular
254173195,footway,sidewalk,regular
254173195,highway,footway,regular
254173196,bicycle,dismount,regular
254173196,crossing,traffic_signals,regular
254173196,footway,crossing,regular
254173196,highway,footway,regular
254173196,surface,asphalt,regular
254173197,footway,sidewalk,regular
254173197,highway,footway,regular
254173198,bicycle,dismount,regular
254173198,footway,sidewalk,regular
254173198,highway,footway,regular
254173367,bicycle,dismount,regular
254173367,footway,sidewalk,regular
254173367,highway,footway,regular
254173368,bicycle,dismount,regular
254173368,footway,sidewalk,regular
254173368,highway,footway,regular
254174093,bicycle,dismount,regular
254174093,footway,crossing,regular
254174093,highway,footway,regular
254175614,bicycle,dismount,regular
254175614,footway,sidewalk,regular
254175614,highway,footway,regular
254178557,highway,secondary,regular
254178557,lanes,2,regular
254178557,name,52 Street NE,regular
254178557,oneway,yes,regular
255182409,highway,service,regular
255182409,oneway,yes,regular
255185645,highway,footway,regular
255185646,highway,footway,regular
255185647,highway,footway,regular
255185648,highway,footway,regular
255185649,highway,footway,regular
255185650,highway,footway,regular
255185651,access,private,regular
255185651,amenity,parking,regular
255185651,name,Centre Street Church parking,regular
255185652,access,private,regular
255185652,amenity,parking,regular
255185652,name,Centre Street Church parking,regular
255185653,access,private,regular
255185653,amenity,parking,regular
255185653,name,Centre Street Church parking,regular
255185654,highway,footway,regular
255185655,denomination,evangelical,regular
255185655,landuse,churchyard,regular
255185655,religion,christian,regular
255185656,amenity,parking,regular
255324405,access,private,regular
255324405,amenity,parking,regular
255324405,name,Centre Street Church parking,regular
255324407,access,private,regular
255324407,amenity,parking,regular
255324409,landuse,grass,regular
255324411,landuse,grass,regular
255324413,landuse,grass,regular
255324415,landuse,grass,regular
255358270,bicycle,dismount,regular
255358270,footway,sidewalk,regular
255358270,highway,footway,regular
255358270,surface,concrete,regular
255358271,bicycle,dismount,regular
255358271,footway,sidewalk,regular
255358271,highway,footway,regular
255358273,bicycle,dismount,regular
255358273,footway,crossing,regular
255358273,highway,footway,regular
255358274,bicycle,yes,regular
